index,address_original,address,price,type,pType,pWidth,pLength,pArea,pLandArea,pNumberOfFloors,pNumberOfBathrooms,pNumberOfBedrooms,pCertificateType,pFurnitureStatus,description,_createdAt
39,"380/38A10 Đường Nguyễn Văn Khối, 9, Gò Vấp, Hồ Chí Minh","380/38A10 Đường Nguyễn Văn Khối, Phường 9, Gò Vấp, Thành phố Hồ Chí Minh",10500000000,sale,other,4.2,13.92,221.2,62.6,5,5,4,certificate,other,KHU ĐỒNG BỘ CÂY KHẾ còn 10 tỷ 500tr còn TL nhẹ ĐC: 380/38A10 đường Nguyễn Văn Khối phường 9 Gò Vấp Thiết kế theo phong cách tân cổ điển full nội thất Diện tích:4.20*15m 1 trệt 3lầu sân thượng trước sau 4 phòng ngủ 1 phòng thờ 5 toilét từng phòng Hẻm 6m thông xe hơi đậu trong nhà,2025-10-22T11:55:23.864Z
40,"127/109 Ni Sư Huỳnh Liên, 10, Tân Bình, Hồ Chí Minh","127/109 Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Thành phố Hồ Chí Minh",4250000000,sale,other,2.93,9.05,60.62,31.6,3,2,3,certificate,other,"Hẻm Ni Sư Huỳnh Liên - DT công nhận : 31,6 m2 - Hiện Trạng : Trệt - Lầu - Lửng ( 3 PN - 2 WC- 3 Máy Lạnh ) - Hướng : Bắc ( Đông Tứ Trạch ) - Giá bán nhanh : 4,25 tỷ TL",2025-10-22T11:16:43.841Z
41,"40/28 đường số 14A, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh","40/28 đường số 14A, Bình Hưng Hoà A, Bình Tân, Thành phố Hồ Chí Minh",3250000000,sale,other,3.26,8.44,50.1,26.5,2,2,2,certificate,other,NHÀ MỚI DỌN VÀO Ở LUÔN Nhà 40/28 Đường Số 14A - BHHA Bình Tân Sổ hồng cầm Tay - ra công chứng ngay 2 phòng ngủ- 2 tolet Giá: 3ty250bớt Lộc,2025-10-22T10:53:54.695Z
42,"39-41 đường Quốc lộ 13 cũ, Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh","39-41 đường Quốc lộ 13 cũ, Hiệp Bình Phước, Thủ Đức, Thành phố Hồ Chí Minh",70000000000,sale,other,13.28,52.2,837.55,637.8,3,8,8,certificate,other,"MẶT TIỀN SIÊU KHỦNG – KINH DOANH ĐỈNH Vị trí đắc địa: 39-41 Quốc Lộ 13 cũ, Hiệp Bình Phước, TP. Thủ Đức Giá: 70 tỷ TL Hiện trạng: Biệt thự trệt + 2 lầu + áp mái (230m²) Nhà riêng 2 tầng (80m²) Quán Bida 4 bàn + Quán cà phê đang khai thác. Lợi thế đầu tư & kinh doanh: Mặt tiền rộng – Khu vực sầm uất, dân cư đông, gần chợ, công ty, xí nghiệp, Vị trí chiến lược ngay cửa ngõ TP",2025-10-22T10:36:50.987Z
43,"29/55 đường B3, Tây Thạnh, Tân Phú, Hồ Chí Minh","29/55 đường B3, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh",5300000000,sale,other,4,10.16,71.5,36.7,2,2,2,certificate,other,"NHÀ MỚI 2 TẦNG, HẺM 6M, TÂN PHÚ, Giá 5 Tỷ 3 thương lượng 29/55 Đường B3. P Tây Thạnh, TÂN PHÚ Diện tích : 4m x 10m Kết Cấu : Đúc thật 1 Lầu BTCT kiên cố. 2PN 2WC, có sân thượng phía trước Vị trí cực đẹp. Khu nhà lầu víp…cách siêu thị aeon Tân Phú chỉ 800m",2025-10-22T10:26:38.380Z
44,"114/2 đường số 18, Bình Hưng Hòa, Bình Tân, Hồ Chí Minh","114/2 đường số 18, Bình Hưng Hòa, Bình Tân, Thành phố Hồ Chí Minh",6900000000,sale,other,4.01,19.75,133.4,78.9,2,4,5,certificate,other,"2 MẶT HẺM 6M – XE HƠI TRÁNH – GẦN MẶT TIỀN 114/2 đường số 18, Bình Hưng Hoà, Bình Tân DT: 4 x 19.75m – CN: 78.9m² 1 trệt 1 lầu – 5PN, 4WC Cách mặt tiền chỉ 1 căn – Xe hơi đỗ tận cửa Hẻm trước 114 – hẻm sau 104, đang cho thuê 2 căn Gần KCN Tân Bình, chợ Phạm Đăng Giảng Thích hợp xây CHDV – giữ dòng tiền tốt",2025-10-22T10:19:16.202Z
45,"376/38 Hoàng Ngân, 16, 8, Hồ Chí Minh","376/38 Hoàng Ngân, Phường 16, Quận 8, Thành phố Hồ Chí Minh",7600000000,sale,alley_house,4.2,18.8,76.4,76.4,2,1,3,certificate,other,"Bán nhà tại 376/38 Hoàng Ngân, P.16, Q.8, TP.HCM - Diện tích: 76,4 m² - Kích thước: 4,2m x 18.8m - Đường trước nhà: ô tô vào tận nơi - Kết cấu: 1 trệt, 1 lững - Giá bán: 7,6 tỷ (thương lượng)",2025-10-22T10:14:47.548Z
46,"92 Chu Văn An, Tân Thành, Tân Phú, Hồ Chí Minh","92 Chu Văn An, Tân Thành, Tân Phú, Thành phố Hồ Chí Minh",8.199.999.999.999.990,sale,other,3.85,15,127.8,41.2,3,4,4,certificate,other,"MẶT TIỀN số 92 CHU VĂN AN – TÂN PHÚ, P. TÂN THÀNH, Q. Tân Phú - Vị trí đẹp – Kinh doanh đa ngành – Vừa ở vừa mở văn phòng - Ngang 3.85m × Dài 15m nở hậu nở hậu nhẹ – Kết cấu: 1 trệt 2 lầu – 4PN – 4WC - Giá: 8.2 Tỷ TL",2025-10-22T10:12:53.930Z
47,"8/20 Võ Trường Toản, 12, 5, Hồ Chí Minh","8/20 Võ Trường Toản, Phường 12, Quận 5, Thành phố Hồ Chí Minh",3900000000,sale,other,3.05,8.15,37.7,21,2,2,2,certificate,other,"Nhà bán tại 8/20 Võ Trường Toản, P.12, Q.5, TP.HCM Diện tích 21m2 Kết cấu: 1 trệt, 1 lầu Sổ hồng riêng, gồm 2 phòng ngủ Giá bán: 3.9 tỷ TL",2025-10-22T10:04:17.889Z
48,"141/17 đường số 8, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh","141/17 đường số 8, Bình Hưng Hoà A, Bình Tân, Thành phố Hồ Chí Minh",3250000000,sale,other,5,5.58,63.1,30,2,2,3,certificate,other,"NHÀ ĐẸP – ĐÚC BÊ TÔNG 141/17 đường số 8 Bình Hưng Hoà A,Bình Tân. Hẻm rộng cách đường ôtô 15m – Khu dân cư an ninh, dân trí cao. Diện tích: 5m x 5.58m (nở hậu 5m72) Kết cấu : 3phòng ngủ,2wc ,1 ban công,1 giếng trời Giá: 3ty250 TL",2025-10-22T10:04:13.674Z
49,"934A đường An Dương Vương, 13, 6, Hồ Chí Minh","934A đường An Dương Vương, Phường 13, Quận 6, Thành phố Hồ Chí Minh",19000000000,sale,land,8.1,25.05,220.2,218.5,2,7,7,certificate,other,"Bán nhà 934A đường An Dương Vương, Phường 13, Quận 6, TP.HCM - Kích thước: 8.1m x 25.05m - Hình dáng đất: Nở hậu - Diện tích đất tổng: 218.5m² - Công trình xây dựng: trệt + lầu - Diện tích sử dụng: 220.2m² - Bao gồm: 1 nhầ 2 tầng và dãy trọ 6 phòng trọ có gác khép kín 7 phòng ngủ 7 nhà vệ sinh",2025-10-22T10:01:04.541Z
50,"9/2 đường Số 6, Tam Phú, Thủ Đức, Hồ Chí Minh","9/2 đường Số 6, Tam Phú, Thủ Đức, Thành phố Hồ Chí Minh",3500000000,sale,other,4.76,6.1,58,29,2,2,2,certificate,other,"Nhà bán tại 9/2 đường Số 6, P.Tam Phú, Thành phố Thủ Đức, TP.HCM Diện tích 29m2 vuông vức Pháp lý: Sổ hồng riêng Hiện trạng: 1 trệt, 1 lầu, gồm 2 phòng ngủ, 2 nhà vệ sinh Nội thất gồm: 2 máy lạnh, tủ quần áo Hướng nhà: Tây Nam Hẻm ô tô, chỉ cách nhà 1 căn Vị trí gần chợ Tam Hà, siêu thị Bách Hoá Xanh, Winmart Giá bán: 3.5 tỷ TL",2025-10-22T09:58:35.148Z
51,"273/29/21A Nguyễn Văn Đậu, 11, Bình Thạnh, Hồ Chí Minh","273/29/21A Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh",8800000000,sale,other,2.78,35.65,100.7,90.5,2,3,2,certificate,other,"Bán nhà tại 273/29/21A Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Diện tích 90.5m2 Nhà gồm 1 trệt, 1 lầu, 2 phòng ngủ, 3 vệ sinh Sổ hồng riêng, pháp lý đầy đủ Giá bán: 8,8 tỷ TL",2025-10-22T09:51:06.290Z
52,"182/12/5 Hồ Văn Long, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh","182/12/5 Hồ Văn Long, Bình Hưng Hoà B, Bình Tân, Thành phố Hồ Chí Minh",5700000000,sale,other,4.13,13.44,135.9,68.5,3,3,3,certificate,other,"Địa chỉ: 182/12/5 Hồ Văn Long, P. Bình Hưng Hòa B, Q. Bình Tân, TP.HCM sổ hồng riêng, công nhận đủ Kết cấu: 1 trệt 1 lầu, 3PN, 3WC, có sân thượng trước sau thoáng mát Hẻm xe hơi, khu dân cư hiện hữu, gần trường Trần Văn Ơn, chợ, KCN Vĩnh Lộc Nhà chưa qua đầu tư, sạch đẹp, vào ở ngay Giá bán: 5,7tỷ(TL)",2025-10-22T09:37:20.293Z
53,"44/8 Trung Lang, 12, Tân Bình, Hồ Chí Minh","44/8 Trung Lang, Phường 12, Tân Bình, Thành phố Hồ Chí Minh",18950000000,sale,other,5.1,25.1,339.3,124.7,4,14,14,certificate,other,"Cần bán CHDV tại 44/8 Trung Lang, P.12, Q.Tân Bình, TP.HCM + Diện tích: 124.7m2. Kết cấu: Trệt + 2 lầu + Sân thượng + 14 phòng full nội thất cao cấp mới 100% + Doanh thu 98tr/tháng -> gần 1tỷ200tr/năm (Full khách) + Thang máy kính trong xung quanh chuẫn hiện đại mới + PCCC theo qui định công nghệ mới nhất ( Cửa chống cháy + báo khói từng phòng + thang thoát hiểm trước sau + mặt nạ phòng độc + tiêu lệnh ) + Hệ thống camera + vân tay + máy phun tinh dầu hiện đại Giá bán:18.95 tỷ TL",2025-10-22T09:27:01.952Z
54,"100/7 Nguyễn Quý Anh, Tân Sơn Nhì, Tân Phú, Hồ Chí Minh","100/7 Nguyễn Quý Anh, Tân Sơn Nhì, Tân Phú, Thành phố Hồ Chí Minh",14000000000,sale,other,8,13,191.2,103.9,3,5,6,certificate,other,"Cần bán nhà ở địa chỉ 100/7 Nguyễn Quý Anh,P. Tân Sơn Nhì, TP.HCM DT: 8x13 m2 , nhà 3 tầng có 6pn 5 wc Khu vực trung tâm tân phú, đầy đủ tiện ích, Khu dân cư an ninh, Xung quoanh đầy đủ tiện ích.... Cần tiền phải bán gấp. Giá bán 14tỷ",2025-10-22T09:18:00.934Z
55,"25/4 Đông Hưng Thuận 06, Tân Hưng Thuận, 12, Hồ Chí Minh","25/4 Đông Hưng Thuận 06, Tân Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh",8800000000,sale,other,4.56,22.89,210,103.6,3,3,3,certificate,other,"Bán nhà tại 25/4 Đông Hưng Thuận 06, P.Tân Hưng Thuận, Q.12, TP.HCM Diện tích 103.6m2 Nhà gồm 1 trệt, 2 lầu, 3 phòng ngủ, 3 vệ sinh Tặng kèm giấy phép cải tạo 1 tấm tháng 10 Đã có sổ hồng riêng Giá bán: 8.8 tỷ TL",2025-10-22T09:09:34.875Z
56,"285/71 Trần Thị Năm, Tân Chánh Hiệp, 12, Hồ Chí Minh","285/71 Trần Thị Năm, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh",3300000000,sale,alley_house,4.05,16.07,98,64.1,2,1,2,certificate,other,"Nhà riêng cần bán tại hẻm 285/71 đường Trần Thị Năm, Phường Tân Chánh Hiệp, Quận 12, TP. Hồ Chí Minh. / Đường cũ : TCH10 Diện tích: 64m2 Giá bán: 3,3 tỷ Nhà 1 Trệt , Lửng nằm trong ngõ, khu dân cư yên tĩnh phù hợp để ở hoặc đầu tư.",2025-10-22T08:48:56.621Z
57,"971/12 Hương Lộ 2, Bình Trị Đông A, Bình Tân, Hồ Chí Minh","971/12 Hương Lộ 2, Bình Trị Đông A, Bình Tân, Thành phố Hồ Chí Minh",6480000000,sale,land,5,12.2,0,60.8,3,5,5,certificate,other,"Bán nhà 971/12 Hương Lộ 2, Bình Trị Đông A, Bình Tân Hẻm xe hơi - thông với hẻm 985 Hương Lộ 2, thông ra Lê Đình Cẩn Cách Bệnh viện BT 1km, đi 3p Cách Aeon Mall BT 4km, đi 10p Diện tích công nhận 60.8m2. Ngang 5m x dài 12.22m. Hướng Đông Nam Sổ hồng riêng vuông vức. không lỗi phong thuỷ, khu hiện hữu không quy hoạch, bao hoàn công đủ Kết cấu 1 trệt+2 lầu với 5PN+5WC Gia đình 10 thành viên ở thoải mái, có phòng ngủ trệt",2025-10-22T08:38:44.579Z
58,"381 Bình Thành, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh","381 Bình Thành, Bình Hưng Hoà B, Bình Tân, Thành phố Hồ Chí Minh",10500000000,sale,other,3.97,34.25,226.2,112.6,3,3,3,certificate,other,"Bán nhà 381 đường Bình Thành, Khu phố 2, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh - Kích thước: 3.97m x 34.25m nở hậu 4.08m - Diện tích đất tổng: 112.6m² - Công trình xây dựng: trệt 2 lầu, sân thượng - Diện tích sử dụng: 226.2m² - Bao gồm: 3 phòng ngủ 3 nhà vệ sinh",2025-10-22T08:32:45.286Z
59,"113 Tân Hóa, 14, 6, Hồ Chí Minh","113 Tân Hóa, Phường 14, Quận 6, Thành phố Hồ Chí Minh",14500000000,sale,land,6.16,18.2,265.47,118.6,4,1,1,certificate,unfurnished,"Bán nhà 113 đường Tân Hóa, Phường 14, Quận 6, TP.HCM - Kích thước: 6.16m x 18.2m - Hình dáng đất: Nở hậu - Diện tích đất tổng: 118.6m² - Công trình xây dựng: trệt 2 lầu, sân thượng - Nhà bàn giao thô chủ mới decor theo sở thích, hổ trợ hoàn công - Diện tích sử dụng: 265.47m²",2025-10-22T08:26:24.896Z
60,"120/24B Đường Vũ Tùng, 2, Bình Thạnh, Hồ Chí Minh","120/24B Đường Vũ Tùng, Phường 2, Bình Thạnh, Thành phố Hồ Chí Minh",6400000000,sale,other,4.22,10.4,167.5,43.7,5,8,8,certificate,other,"Giá: 6.4 tỷ tl CHDV 5 tầng có thu nhập 30 tr/tháng tại Chợ Bà Chiểu _________ Diện tích: 4.3×10 ~ 43.7m2 Kết cấu nhà 1 trệt 1 lửng 2 lầu sân thượng. 8PN 8WC, sân thượng, chỗ để xe",2025-10-22T07:44:33.407Z
61,"57 đường số 4, Phước Bình, Thủ Đức, Hồ Chí Minh","57 đường số 4, Phước Bình, Thủ Đức, Thành phố Hồ Chí Minh",10700000000,sale,other,4,25.3,0,89.6,2,2,3,under_completion,other,"Bán nhà tại 57 đường số 4, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức Diện tích 89.6m2 Vị trí gần đường Đỗ Xuân Hợp, khu bàn cờ, mặt tiền đường trước nhà rộng 10m, có lề đường thoáng đãng Hiện trạng gồm 1 trệt 1 lững (lững chưa có thông tin trên sổ), 3 phòng ngủ, 2 nhà vệ sinh Khu vực dân trí cao, an ninh đảm bảo, yên tĩnh Cách chợ và trường học chỉ 100m Giá bán: 10.7 tỷ TL",2025-10-22T07:28:54.327Z
62,"76 đường A4, 12, Tân Bình, Hồ Chí Minh","76 đường A4, Phường 12, Tân Bình, Thành phố Hồ Chí Minh",59000000000,sale,other,9.95,16.22,431.5,155.65,3,6,6,certificate,other,"Bán nhà mặt tiền tại 76 đường A4, P.12, Q.Tân Bình, TP.HCM Mặt tiền đẹp nhất khu K300 Cộng Hòa Đi vào sân bay nhà ga T3 Tân Sơn Nhất chỉ mất 2 phút. Khu vực lâu đời của người Hà Nội Diện tích: 155.65m2 Kết cấu: Trệt + 2 lầu, 6 phòng ngủ và vệ sinh Giá bán: 59 tỷ TL",2025-10-22T07:15:22.638Z
63,"48/23 Phan Tây Hồ, 7, Phú Nhuận, Hồ Chí Minh","48/23 Phan Tây Hồ, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh",7580000000,sale,other,3.3,10.35,133.76,34.2,5,5,5,certificate,other,"Địa chỉ: 48/23 Phan Tây Hồ, Phường 7, Phú Nhuận Ngay trung tâm phố ẩm thực Phan Xích Long – khu vực sầm uất, tiện kinh doanh, cho thuê hoặc làm nhà ở đa công năng Kết cấu: 1 trệt + lững + 2 lầu + buồng thang | Hoàn công đầy đủ, công chứng liền trong ngày Công năng 5 phòng ngủ rộng + 1 phòng trà Tatami 4 WC riêng + 1 phòng tắm master có bồn tắm chill Phòng khách, bếp, sân để xe, sân thượng thoáng Khu dân trí cao, yên tĩnh, giáp Quận 1, di chuyển thuận tiện Giá bán: 7,58 tỷ TL",2025-10-22T06:59:24.247Z
64,"22/3 đường TL 38, Thạnh Lộc, 12, Hồ Chí Minh","22/3 đường TL 38, Thạnh Lộc, Quận 12, Thành phố Hồ Chí Minh",5700000000,sale,other,3.8,26.35,117.8,99.1,2,2,3,certificate,other,"Nhà bán tại 22/3 đường TL 38, Thạnh Lộc, quận 12, Hồ Chí Minh. - Nhà 2 tầng, 2pn 2wc thích hợp cho gia đình nhỏ. Ngôi nhà thiết kế với nhiều ánh sáng tự nhiên, không gian thoáng mát, tường xây chắc chắn và cách âm tốt. Vị trí gần chợ, trường học, trong khu dân cư an ninh. Giá: 5.7 tỷ",2025-10-22T06:53:37.633Z
65,"đường Đinh Nghi Xuân, Bình Trị Đông, Bình Tân, Hồ Chí Minh","đường Đinh Nghi Xuân, Bình Trị Đông, Bình Tân, Thành phố Hồ Chí Minh",7500000000,sale,land,8,13.79,0,109.4,1,1,1,certificate,other,"Chính chủ cần bán đất thổ cư tại đường Đinh Nghi Xuân, P.Bình Trị Đông, Q.Bình Tân, TP.HCM Diện tích 109,4 m2 (88m2 thổ cư) Giá bán: 7.500.000.000 VNĐ (Bảy tỷ năm trăm triệu, có thể thương lượng).",2025-10-22T06:38:36.845Z
66,"F12 Đường số 30, 9, 4, Hồ Chí Minh","F12 Đường số 30, Phường 9, Quận 4, Thành phố Hồ Chí Minh",10250000000,sale,other,4,8,133.7,32,5,3,5,certificate,partially_furnished,"CƠ HỘI VÀNG SỞ HỮU CĂN NHÀ HIẾM TẠI TRUNG TÂM QUẬN 4 – VỊ TRÍ VÀNG - CHỈ 1 PHÚT QUA QUẬN 1! Diện tích công nhận 32m2 Diện tích nhà 133.7 m². Diện tích đất 4mx8m, thiết kế 1 trệt (xe hơi 7 chỗ có thể ngủ trong nhà), 1 lửng (lửng 22 m² cực rộng có thể làm phòng sinh hoạt chung, PN..) , 2 lầu (mặt sàn mỗi lầu là 4mx9m, nên có 4 phòng ngủ rất rộng), sân thượng có tum kiên cố, sân ngoài có thể làm thêm 2 phòng. Giá bán: 10.250 tỷ TL",2025-10-22T04:23:36.163Z
67,"2E/13 đường Số 34, 10, 6, Hồ Chí Minh","2E/13 đường Số 34, Phường 10, Quận 6, Thành phố Hồ Chí Minh",12900000000,sale,other,6.6,22.9,269.4,117,4,4,7,certificate,partially_furnished,"Bán nhà 2E/13 Đường Số 34, Phường 10, Quận 6, TP.HCM - Kích thước: 6.6m x 22.9m - Diện tích đất tổng: 117m² - Diện tích thuộc lộ giới không được công nhận: 11.54m², mục đích sử dụng: Đất nhóm nhà ở - Công trình xây dựng: trệt 2 lầu, sân thượng - Diện tích sử dụng: 269.4m² - Bao gồm: 7 phòng ngủ 4 nhà vệ sinh",2025-10-22T03:48:20.821Z
68,"14/1/2A Bia Truyền Thống, Tân Tạo, Bình Tân, Hồ Chí Minh","14/1/2A Bia Truyền Thống, Tân Tạo, Bình Tân, Thành phố Hồ Chí Minh",7550000000,sale,other,4,12.77,207.7,49.5,5,6,5,certificate,furnished,"Bán nhà 14/1/2A đường Bia Truyền Thống, Phường Tân Tạo, Quận Bình Tân, Tp. Hồ Chí Minh. - Kích thước: 4m x 12.77m - Hình dáng đất: cân đối - Diện tích đất tổng: 49.5m² - Diện tích thuộc lộ giới được công nhận: 1.58m², mục đích sử dụng: Đất nhóm nhà ở - Công trình xây dựng: trệt + lửng + 3 lầu - Diện tích sử dụng: 207.7m² - Bao gồm: 5 phòng ngủ 6 nhà vệ sinh",2025-10-22T03:35:00.419Z
69,"1A Đường Số 10, 13, 6, Hồ Chí Minh","1A Đường Số 10, Phường 13, Quận 6, Thành phố Hồ Chí Minh",15900000000,sale,other,4,23.6,167.2,81.2,3,4,3,certificate,other,"Bán nhà 1A Đường Số 10 Cư xá đài Ra đa Phú Lâm, Phường 13, Quận 6, TP.HCM - Kích thước: 4m x m - Diện tích đất tổng: 81.2m² - Công trình xây dựng: trệt + 2 lầu - Diện tích sử dụng: 167.2m² - Bao gồm: 3 phòng ngủ 4 nhà vệ sinh",2025-10-22T03:28:13.343Z
70,"464/20 Hòa Hảo, 8, 10, Hồ Chí Minh","464/20 Hòa Hảo, Phường 8, Quận 10, Thành phố Hồ Chí Minh",9900000000,sale,other,3.9,10,116,39,5,4,4,certificate,partially_furnished,"Trung Tâm #Quan10 - DTS: 116m2 HXH 6 SÁT MT THÔNG HÒA HẢO - NGÔ QUYỀN - NGUYỄN TIỂU LA - ĐÀO DUY TỪ. - 5Tầng 3,910 Ngay Sân Vận Động Thống Nhất-Sát Nguyễn Trí Phương chỉ 9,9tỷ. - DT: 3,9x10 sổ công nhận đủ 39m2, ko lộ giới, hẻm hiện hữu 6m, cách vài căn ra mặt tiền - Kết cấu: 5 tầng: trệt, 3 lầu, sân thượng đúc kiên cố, cầu thang cuối nhà, mỗi lầu phòng lớn và wc, ban công, sân thượng trống - Vị trí chỉ cách mặt tiền vài bước chân, hẻm xe tải vào tận nhà, hẻm sạch sang ko buôn bán lấn chiếm,",2025-10-22T03:27:02.939Z
71,"198 đường Nguyễn Trãi, 2, 5, Hồ Chí Minh","198 đường Nguyễn Trãi, Phường 2, Quận 5, Thành phố Hồ Chí Minh",55000000000,sale,other,3.9,21.05,237.2,83.1,5,6,6,certificate,other,"Bán nhà mặt tiền đường 198 Nguyễn Trãi, Phường 3, Quận 5 diện tích 84m2 Kết cấu trệt lửng 2 lầu sân thượng Vị trí đắc địa, khu vực kinh doanh sầm uất, gần trung tâm Quận 1, nằm trong khu mua sắm quần áo nổi tiếng, đặc biệt đông đúc vào các dịp lễ và cận Tết. Gần các trường học danh tiếng, bệnh viện và chợ, thuận tiện cho sinh hoạt và kinh doanh. Phù hợp để ở hoặc mở cửa hàng kinh doanh. Giá bán: 55 tỷ TL",2025-10-22T02:53:46.298Z
72,"80/56/5 đường số 3, 8, Gò Vấp, Hồ Chí Minh","80/56/5 đường số 3, Phường 8, Gò Vấp, Thành phố Hồ Chí Minh",6500000000,sale,other,5.5,7.66,138.1,41.9,4,3,4,certificate,other,"Vị trí 80/56/5 Đường Số 3 - P.8 - GV Diện tích: 5.5m x 7.66m. Xây dựng 1 trệt 3 lầu. Công năng: Phòng khách, bếp, 4 phòng ngủ, phòng thờ, sân thượng, 3 toilet. Hẻm 3.5m, gần chợ, trường học, công viên Làng Hoa, xung quanh tiện ích đầy đủ,... Hướng Tây Bắc. SHR Hoàn công đủ. Tặng full nội thất cao cấp Giá 6.5 tỷ TL",2025-10-22T02:21:40.122Z
